match_id,season,round,round_number,match_date,home_team,away_team,venue,home_state,away_state,is_interstate,home_rest_days,away_rest_days,home_goals,home_behinds,home_score,away_goals,away_behinds,away_score,score_margin,home_win,target_home_win
M10902,1987,Round 13,13,1987-05-03,Brisbane Lions,Melbourne Demons,Gabba,QLD,VIC,1,7,9,15,2,92,13,5,83,9,1,1
M10903,1987,Round 13,13,1987-05-05,Sydney Swans,West Coast Eagles,SCG,NSW,WA,1,7,7,15,4,94,14,7,91,3,1,1
M10904,1987,Round 13,13,1987-05-07,St Kilda Saints,Geelong Cats,Marvel Stadium,VIC,VIC,0,8,6,14,7,91,12,4,76,15,1,1
M10905,1987,Round 13,13,1987-05-09,Essendon Bombers,Fremantle Dockers,Marvel Stadium,VIC,WA,1,8,6,17,2,104,12,6,78,26,1,1
M10906,1987,Round 13,13,1987-05-11,Hawthorn Hawks,Western Bulldogs,MCG,VIC,VIC,0,7,8,14,6,90,14,2,86,4,1,1
M10907,1987,Round 13,13,1987-05-13,North Melbourne Kangaroos,Carlton Blues,Marvel Stadium,VIC,VIC,0,8,6,14,8,92,12,6,78,14,1,1
M10908,1987,Round 13,13,1987-05-15,Gold Coast Suns,Port Adelaide Power,Heritage Bank Stadium,QLD,SA,1,6,9,17,7,109,14,2,86,23,1,1
M10909,1987,Round 13,13,1987-05-17,Adelaide Crows,GWS Giants,Adelaide Oval,SA,NSW,1,8,7,15,5,95,13,6,84,11,1,1
M10910,1987,Round 14,14,1987-06-01,Hawthorn Hawks,North Melbourne Kangaroos,MCG,VIC,VIC,0,9,7,14,4,88,12,6,78,10,1,1
M10911,1987,Round 14,14,1987-06-03,Collingwood Magpies,GWS Giants,MCG,VIC,NSW,1,8,8,13,7,85,13,2,80,5,1,1
M10912,1987,Round 14,14,1987-06-05,Port Adelaide Power,Geelong Cats,Adelaide Oval,SA,VIC,1,7,6,17,8,110,15,6,96,14,1,1
M10913,1987,Round 14,14,1987-06-07,Gold Coast Suns,West Coast Eagles,Heritage Bank Stadium,QLD,WA,1,7,9,12,5,77,13,4,82,-5,0,0
M10914,1987,Round 14,14,1987-06-09,Western Bulldogs,Sydney Swans,Marvel Stadium,VIC,NSW,1,7,7,15,0,90,16,6,102,-12,0,0
M10915,1987,Round 14,14,1987-06-11,Carlton Blues,Richmond Tigers,Marvel Stadium,VIC,VIC,0,7,7,17,5,107,17,3,105,2,1,1
M10916,1987,Round 14,14,1987-06-13,Melbourne Demons,Adelaide Crows,MCG,VIC,SA,1,7,7,15,1,91,12,0,72,19,1,1
M10917,1987,Round 14,14,1987-06-15,Essendon Bombers,Brisbane Lions,Marvel Stadium,VIC,QLD,1,9,9,15,4,94,15,6,96,-2,0,0
M10918,1987,Round 14,14,1987-06-17,Fremantle Dockers,St Kilda Saints,Optus Stadium,WA,VIC,1,6,9,13,6,84,16,2,98,-14,0,0
M10919,1987,Round 15,15,1987-07-01,GWS Giants,Collingwood Magpies,GIANTS Stadium,NSW,VIC,1,8,8,16,3,99,14,6,90,9,1,1
M10920,1987,Round 15,15,1987-07-03,Adelaide Crows,Western Bulldogs,Adelaide Oval,SA,VIC,1,8,8,15,1,91,13,5,83,8,1,1
M10921,1987,Round 15,15,1987-07-05,Carlton Blues,Essendon Bombers,Marvel Stadium,VIC,VIC,0,7,7,18,2,110,13,3,81,29,1,1
M10922,1987,Round 15,15,1987-07-07,Port Adelaide Power,North Melbourne Kangaroos,Adelaide Oval,SA,VIC,1,7,8,14,3,87,16,2,98,-11,0,0
M10923,1987,Round 15,15,1987-07-09,Melbourne Demons,Geelong Cats,MCG,VIC,VIC,0,7,7,13,7,85,14,1,85,0,0,0
M10924,1987,Round 15,15,1987-07-11,Fremantle Dockers,St Kilda Saints,Optus Stadium,WA,VIC,1,8,8,13,5,83,12,6,78,5,1,1
M10925,1987,Round 15,15,1987-07-13,Brisbane Lions,Gold Coast Suns,Gabba,QLD,QLD,0,7,6,14,9,93,15,2,92,1,1,1
M10926,1987,Round 15,15,1987-07-15,West Coast Eagles,Hawthorn Hawks,Optus Stadium,WA,VIC,1,8,8,16,3,99,20,3,123,-24,0,0
M10927,1987,Round 15,15,1987-07-17,Richmond Tigers,Sydney Swans,MCG,VIC,NSW,1,6,7,13,6,84,12,2,74,10,1,1
M10928,1987,Round 16,16,1987-08-01,North Melbourne Kangaroos,GWS Giants,Marvel Stadium,VIC,NSW,1,8,7,17,5,107,12,2,74,33,1,1
M10929,1987,Round 16,16,1987-08-03,Gold Coast Suns,Brisbane Lions,Heritage Bank Stadium,QLD,QLD,0,8,6,14,4,88,15,6,96,-8,0,0
M10930,1987,Round 16,16,1987-08-05,Collingwood Magpies,Essendon Bombers,MCG,VIC,VIC,0,8,7,16,6,102,13,8,86,16,1,1
M10931,1987,Round 16,16,1987-08-07,Fremantle Dockers,Richmond Tigers,Optus Stadium,WA,VIC,1,8,8,17,1,103,14,4,88,15,1,1
M10932,1987,Round 16,16,1987-08-09,Melbourne Demons,Carlton Blues,MCG,VIC,VIC,0,6,8,17,4,106,15,0,90,16,1,1
M10933,1987,Round 16,16,1987-08-11,Western Bulldogs,Port Adelaide Power,Marvel Stadium,VIC,SA,1,7,9,14,1,85,13,6,84,1,1,1
M10934,1987,Round 16,16,1987-08-13,Geelong Cats,Adelaide Crows,GMHBA Stadium,VIC,SA,1,7,7,15,4,94,16,2,98,-4,0,0
M10935,1987,Round 16,16,1987-08-15,Sydney Swans,West Coast Eagles,SCG,NSW,WA,1,7,6,16,5,101,13,8,86,15,1,1
M10936,1987,Round 16,16,1987-08-17,Hawthorn Hawks,St Kilda Saints,MCG,VIC,VIC,0,7,8,17,8,110,15,5,95,15,1,1
M10937,1987,Round 17,17,1987-09-01,Essendon Bombers,Sydney Swans,Marvel Stadium,VIC,NSW,1,7,8,17,5,107,15,7,97,10,1,1
M10938,1987,Round 17,17,1987-09-03,Gold Coast Suns,St Kilda Saints,Heritage Bank Stadium,QLD,VIC,1,7,6,15,5,95,12,4,76,19,1,1
M10939,1987,Round 17,17,1987-09-05,Hawthorn Hawks,Geelong Cats,MCG,VIC,VIC,0,9,8,15,6,96,13,5,83,13,1,1
M10940,1987,Round 17,17,1987-09-07,Adelaide Crows,Port Adelaide Power,Adelaide Oval,SA,SA,0,8,7,16,4,100,14,2,86,14,1,1
M10941,1987,Round 17,17,1987-09-09,Fremantle Dockers,Melbourne Demons,Optus Stadium,WA,VIC,1,7,7,15,6,96,13,5,83,13,1,1
M10942,1987,Round 17,17,1987-09-11,Collingwood Magpies,GWS Giants,MCG,VIC,NSW,1,6,9,16,3,99,15,2,92,7,1,1
M10943,1987,Round 17,17,1987-09-13,North Melbourne Kangaroos,Western Bulldogs,Marvel Stadium,VIC,VIC,0,9,8,16,6,102,15,4,94,8,1,1
M10944,1987,Round 17,17,1987-09-15,West Coast Eagles,Richmond Tigers,Optus Stadium,WA,VIC,1,8,8,14,9,93,15,8,98,-5,0,0
M10945,1987,Round 17,17,1987-09-17,Brisbane Lions,Carlton Blues,Gabba,QLD,VIC,1,9,8,14,4,88,13,6,84,4,1,1
M10946,1987,Round 18,18,1987-04-01,North Melbourne Kangaroos,Essendon Bombers,Marvel Stadium,VIC,VIC,0,9,7,17,0,102,14,9,93,9,1,1
M10947,1987,Round 18,18,1987-04-03,Sydney Swans,Richmond Tigers,SCG,NSW,VIC,1,9,7,12,4,76,14,2,86,-10,0,0
M10948,1987,Round 18,18,1987-04-05,Geelong Cats,Western Bulldogs,GMHBA Stadium,VIC,VIC,0,7,7,16,6,102,15,1,91,11,1,1
M10949,1987,Round 18,18,1987-04-07,Hawthorn Hawks,Carlton Blues,MCG,VIC,VIC,0,7,8,16,0,96,12,7,79,17,1,1
M10950,1987,Round 18,18,1987-04-09,Brisbane Lions,Fremantle Dockers,Gabba,QLD,WA,1,8,6,18,5,113,12,7,79,34,1,1
M10951,1987,Round 18,18,1987-04-11,Port Adelaide Power,St Kilda Saints,Adelaide Oval,SA,VIC,1,6,9,14,3,87,14,3,87,0,0,0
M10952,1987,Round 18,18,1987-04-13,Melbourne Demons,GWS Giants,MCG,VIC,NSW,1,7,7,16,8,104,14,5,89,15,1,1
M10953,1987,Round 18,18,1987-04-15,Collingwood Magpies,Adelaide Crows,MCG,VIC,SA,1,8,7,16,5,101,11,6,72,29,1,1
M10954,1987,Round 18,18,1987-04-17,Gold Coast Suns,West Coast Eagles,Heritage Bank Stadium,QLD,WA,1,7,7,18,9,117,13,0,78,39,1,1
M10955,1987,Round 19,19,1987-05-01,Adelaide Crows,Melbourne Demons,Adelaide Oval,SA,VIC,1,8,7,16,6,102,14,5,89,13,1,1
M10956,1987,Round 19,19,1987-05-03,West Coast Eagles,Essendon Bombers,Optus Stadium,WA,VIC,1,8,7,14,7,91,12,6,78,13,1,1
M10957,1987,Round 19,19,1987-05-05,Richmond Tigers,Carlton Blues,MCG,VIC,VIC,0,9,7,15,8,98,14,1,85,13,1,1
M10958,1987,Round 19,19,1987-05-07,Gold Coast Suns,Geelong Cats,Heritage Bank Stadium,QLD,VIC,1,8,7,15,9,99,14,4,88,11,1,1
M10959,1987,Round 19,19,1987-05-09,Port Adelaide Power,GWS Giants,Adelaide Oval,SA,NSW,1,8,7,16,7,103,15,6,96,7,1,1
M10960,1987,Round 19,19,1987-05-11,Fremantle Dockers,Western Bulldogs,Optus Stadium,WA,VIC,1,9,7,17,1,103,17,9,111,-8,0,0
M10961,1987,Round 19,19,1987-05-13,Collingwood Magpies,St Kilda Saints,MCG,VIC,VIC,0,9,7,16,7,103,14,2,86,17,1,1
M10962,1987,Round 19,19,1987-05-15,Sydney Swans,Brisbane Lions,SCG,NSW,QLD,1,8,7,18,4,112,16,2,98,14,1,1
M10963,1987,Round 19,19,1987-05-17,North Melbourne Kangaroos,Hawthorn Hawks,Marvel Stadium,VIC,VIC,0,7,8,14,8,92,17,4,106,-14,0,0
M10964,1987,Round 20,20,1987-06-01,GWS Giants,Adelaide Crows,GIANTS Stadium,NSW,SA,1,7,6,17,3,105,15,4,94,11,1,1
M10965,1987,Round 20,20,1987-06-03,Gold Coast Suns,North Melbourne Kangaroos,Heritage Bank Stadium,QLD,VIC,1,7,7,16,7,103,14,8,92,11,1,1
M10966,1987,Round 20,20,1987-06-05,Hawthorn Hawks,Collingwood Magpies,MCG,VIC,VIC,0,6,6,15,3,93,15,1,91,2,1,1
M10967,1987,Round 20,20,1987-06-07,Geelong Cats,Essendon Bombers,GMHBA Stadium,VIC,VIC,0,9,7,14,7,91,16,4,100,-9,0,0
M10968,1987,Round 20,20,1987-06-09,Port Adelaide Power,Western Bulldogs,Adelaide Oval,SA,VIC,1,6,7,13,6,84,11,8,74,10,1,1
M10969,1987,Round 20,20,1987-06-11,Brisbane Lions,Sydney Swans,Gabba,QLD,NSW,1,6,7,14,1,85,15,9,99,-14,0,0
M10970,1987,Round 20,20,1987-06-13,Fremantle Dockers,Carlton Blues,Optus Stadium,WA,VIC,1,6,7,14,7,91,13,5,83,8,1,1
M10971,1987,Round 20,20,1987-06-15,Richmond Tigers,Melbourne Demons,MCG,VIC,VIC,0,9,8,14,6,90,15,4,94,-4,0,0
M10972,1987,Round 20,20,1987-06-17,West Coast Eagles,St Kilda Saints,Optus Stadium,WA,VIC,1,7,8,15,6,96,14,1,85,11,1,1
M10973,1987,Round 21,21,1987-07-01,Richmond Tigers,GWS Giants,MCG,VIC,NSW,1,7,7,21,4,130,18,1,109,21,1,1
M10974,1987,Round 21,21,1987-07-03,Essendon Bombers,Collingwood Magpies,Marvel Stadium,VIC,VIC,0,9,7,19,1,115,14,2,86,29,1,1
M10975,1987,Round 21,21,1987-07-05,Carlton Blues,Geelong Cats,Marvel Stadium,VIC,VIC,0,7,6,15,6,96,12,5,77,19,1,1
M10976,1987,Round 21,21,1987-07-07,North Melbourne Kangaroos,Hawthorn Hawks,Marvel Stadium,VIC,VIC,0,7,7,16,3,99,14,3,87,12,1,1
M10977,1987,Round 21,21,1987-07-09,Port Adelaide Power,West Coast Eagles,Adelaide Oval,SA,WA,1,7,7,16,1,97,14,2,86,11,1,1
M10978,1987,Round 21,21,1987-07-11,Adelaide Crows,Fremantle Dockers,Adelaide Oval,SA,WA,1,6,9,17,7,109,12,7,79,30,1,1
M10979,1987,Round 21,21,1987-07-13,Melbourne Demons,Western Bulldogs,MCG,VIC,VIC,0,7,7,17,5,107,15,9,99,8,1,1
M10980,1987,Round 21,21,1987-07-15,Gold Coast Suns,St Kilda Saints,Heritage Bank Stadium,QLD,VIC,1,7,8,18,3,111,14,5,89,22,1,1
M10981,1987,Round 21,21,1987-07-17,Brisbane Lions,Sydney Swans,Gabba,QLD,NSW,1,9,7,17,3,105,14,7,91,14,1,1
M10982,1987,Round 22,22,1987-08-01,St Kilda Saints,Western Bulldogs,Marvel Stadium,VIC,VIC,0,7,7,15,2,92,10,7,67,25,1,1
M10983,1987,Round 22,22,1987-08-03,Carlton Blues,Essendon Bombers,Marvel Stadium,VIC,VIC,0,7,7,15,3,93,15,3,93,0,0,0
M10984,1987,Round 22,22,1987-08-05,Richmond Tigers,GWS Giants,MCG,VIC,NSW,1,7,9,17,7,109,13,4,82,27,1,1
M10985,1987,Round 22,22,1987-08-07,Fremantle Dockers,Geelong Cats,Optus Stadium,WA,VIC,1,6,7,13,5,83,15,2,92,-9,0,0
M10986,1987,Round 22,22,1987-08-09,North Melbourne Kangaroos,Port Adelaide Power,Marvel Stadium,VIC,SA,1,8,7,15,6,96,17,6,108,-12,0,0
M10987,1987,Round 22,22,1987-08-11,Brisbane Lions,Collingwood Magpies,Gabba,QLD,VIC,1,6,9,17,1,103,12,5,77,26,1,1
M10988,1987,Round 22,22,1987-08-13,Gold Coast Suns,West Coast Eagles,Heritage Bank Stadium,QLD,WA,1,8,8,16,4,100,14,2,86,14,1,1
M10989,1987,Round 22,22,1987-08-15,Hawthorn Hawks,Sydney Swans,MCG,VIC,NSW,1,7,8,16,4,100,13,2,80,20,1,1
M10990,1987,Round 22,22,1987-08-17,Melbourne Demons,Adelaide Crows,MCG,VIC,SA,1,6,7,15,4,94,12,8,80,14,1,1
M10991,1988,Round 1,1,1988-05-01,Adelaide Crows,Sydney Swans,Adelaide Oval,SA,NSW,1,8,9,16,8,104,13,4,82,22,1,1
M10992,1988,Round 1,1,1988-05-03,GWS Giants,Carlton Blues,GIANTS Stadium,NSW,VIC,1,8,7,15,5,95,14,4,88,7,1,1
M10993,1988,Round 1,1,1988-05-05,Brisbane Lions,Melbourne Demons,Gabba,QLD,VIC,1,9,8,12,1,73,15,6,96,-23,0,0
M10994,1988,Round 1,1,1988-05-07,Hawthorn Hawks,Essendon Bombers,MCG,VIC,VIC,0,7,7,14,4,88,11,0,66,22,1,1
M10995,1988,Round 1,1,1988-05-09,Port Adelaide Power,St Kilda Saints,Adelaide Oval,SA,VIC,1,6,7,15,4,94,11,5,71,23,1,1
M10996,1988,Round 1,1,1988-05-11,Gold Coast Suns,Fremantle Dockers,Heritage Bank Stadium,QLD,WA,1,7,9,16,3,99,14,8,92,7,1,1
M10997,1988,Round 1,1,1988-05-13,Collingwood Magpies,Western Bulldogs,MCG,VIC,VIC,0,8,8,15,4,94,12,2,74,20,1,1
M10998,1988,Round 1,1,1988-05-15,Geelong Cats,North Melbourne Kangaroos,GMHBA Stadium,VIC,VIC,0,7,7,13,5,83,16,7,103,-20,0,0
M10999,1988,Round 1,1,1988-05-17,Richmond Tigers,West Coast Eagles,MCG,VIC,WA,1,7,6,17,4,106,15,3,93,13,1,1
M11000,1988,Round 2,2,1988-06-01,GWS Giants,Richmond Tigers,GIANTS Stadium,NSW,VIC,1,7,7,15,3,93,16,0,96,-3,0,0
M11001,1988,Round 2,2,1988-06-03,Collingwood Magpies,Melbourne Demons,MCG,VIC,VIC,0,9,7,15,5,95,14,3,87,8,1,1
M11002,1988,Round 2,2,1988-06-05,West Coast Eagles,Gold Coast Suns,Optus Stadium,WA,QLD,1,7,8,16,2,98,15,3,93,5,1,1
M11003,1988,Round 2,2,1988-06-07,Geelong Cats,St Kilda Saints,GMHBA Stadium,VIC,VIC,0,7,7,15,3,93,11,8,74,19,1,1
M11004,1988,Round 2,2,1988-06-09,Brisbane Lions,North Melbourne Kangaroos,Gabba,QLD,VIC,1,8,6,14,9,93,13,5,83,10,1,1
M11005,1988,Round 2,2,1988-06-11,Adelaide Crows,Essendon Bombers,Adelaide Oval,SA,VIC,1,9,8,18,7,115,14,3,87,28,1,1
M11006,1988,Round 2,2,1988-06-13,Western Bulldogs,Port Adelaide Power,Marvel Stadium,VIC,SA,1,9,8,17,6,108,14,5,89,19,1,1
M11007,1988,Round 2,2,1988-06-15,Carlton Blues,Hawthorn Hawks,Marvel Stadium,VIC,VIC,0,7,6,17,2,104,14,1,85,19,1,1
M11008,1988,Round 2,2,1988-06-17,Fremantle Dockers,Sydney Swans,Optus Stadium,WA,NSW,1,7,8,16,4,100,12,8,80,20,1,1
M11009,1988,Round 3,3,1988-07-01,Fremantle Dockers,North Melbourne Kangaroos,Optus Stadium,WA,VIC,1,7,8,16,4,100,11,4,70,30,1,1
M11010,1988,Round 3,3,1988-07-03,Gold Coast Suns,Port Adelaide Power,Heritage Bank Stadium,QLD,SA,1,8,7,15,5,95,13,4,82,13,1,1
M11011,1988,Round 3,3,1988-07-05,GWS Giants,West Coast Eagles,GIANTS Stadium,NSW,WA,1,6,7,13,5,83,13,9,87,-4,0,0
M11012,1988,Round 3,3,1988-07-07,Richmond Tigers,Melbourne Demons,MCG,VIC,VIC,0,9,7,17,1,103,14,5,89,14,1,1
M11013,1988,Round 3,3,1988-07-09,Collingwood Magpies,Hawthorn Hawks,MCG,VIC,VIC,0,7,7,13,4,82,11,7,73,9,1,1
M11014,1988,Round 3,3,1988-07-11,Carlton Blues,Brisbane Lions,Marvel Stadium,VIC,QLD,1,9,9,15,3,93,13,3,81,12,1,1
M11015,1988,Round 3,3,1988-07-13,Adelaide Crows,Sydney Swans,Adelaide Oval,SA,NSW,1,8,7,13,6,84,15,2,92,-8,0,0
M11016,1988,Round 3,3,1988-07-15,Essendon Bombers,St Kilda Saints,Marvel Stadium,VIC,VIC,0,7,7,16,4,100,14,1,85,15,1,1
M11017,1988,Round 3,3,1988-07-17,Geelong Cats,Western Bulldogs,GMHBA Stadium,VIC,VIC,0,7,7,11,5,71,14,4,88,-17,0,0
M11018,1988,Round 4,4,1988-08-01,Sydney Swans,Adelaide Crows,SCG,NSW,SA,1,7,8,15,5,95,13,2,80,15,1,1
M11019,1988,Round 4,4,1988-08-03,Hawthorn Hawks,Collingwood Magpies,MCG,VIC,VIC,0,6,8,14,6,90,13,5,83,7,1,1
M11020,1988,Round 4,4,1988-08-05,Fremantle Dockers,Gold Coast Suns,Optus Stadium,WA,QLD,1,8,6,15,4,94,12,5,77,17,1,1
M11021,1988,Round 4,4,1988-08-07,Port Adelaide Power,St Kilda Saints,Adelaide Oval,SA,VIC,1,8,9,16,1,97,11,7,73,24,1,1
M11022,1988,Round 4,4,1988-08-09,Carlton Blues,North Melbourne Kangaroos,Marvel Stadium,VIC,VIC,0,9,7,17,1,103,12,1,73,30,1,1
M11023,1988,Round 4,4,1988-08-11,West Coast Eagles,Western Bulldogs,Optus Stadium,WA,VIC,1,8,6,15,5,95,12,7,79,16,1,1
M11024,1988,Round 4,4,1988-08-13,Geelong Cats,Brisbane Lions,GMHBA Stadium,VIC,QLD,1,6,7,15,7,97,13,5,83,14,1,1
M11025,1988,Round 4,4,1988-08-15,Melbourne Demons,GWS Giants,MCG,VIC,NSW,1,9,8,16,7,103,12,8,80,23,1,1
M11026,1988,Round 4,4,1988-08-17,Essendon Bombers,Richmond Tigers,Marvel Stadium,VIC,VIC,0,7,9,16,2,98,13,6,84,14,1,1
M11027,1988,Round 5,5,1988-09-01,Geelong Cats,Western Bulldogs,GMHBA Stadium,VIC,VIC,0,7,6,14,3,87,15,5,95,-8,0,0
M11028,1988,Round 5,5,1988-09-03,Collingwood Magpies,West Coast Eagles,MCG,VIC,WA,1,8,7,14,2,86,12,6,78,8,1,1
M11029,1988,Round 5,5,1988-09-05,Sydney Swans,Carlton Blues,SCG,NSW,VIC,1,9,6,17,7,109,12,8,80,29,1,1
M11030,1988,Round 5,5,1988-09-07,Port Adelaide Power,Hawthorn Hawks,Adelaide Oval,SA,VIC,1,9,7,16,5,101,14,3,87,14,1,1
M11031,1988,Round 5,5,1988-09-09,Gold Coast Suns,Richmond Tigers,Heritage Bank Stadium,QLD,VIC,1,6,6,15,3,93,14,9,93,0,0,0
M11032,1988,Round 5,5,1988-09-11,Brisbane Lions,Adelaide Crows,Gabba,QLD,SA,1,8,6,18,3,111,16,8,104,7,1,1
M11033,1988,Round 5,5,1988-09-13,Melbourne Demons,Fremantle Dockers,MCG,VIC,WA,1,9,7,13,8,86,13,6,84,2,1,1
M11034,1988,Round 5,5,1988-09-15,GWS Giants,Essendon Bombers,GIANTS Stadium,NSW,VIC,1,6,8,13,9,87,16,6,102,-15,0,0
M11035,1988,Round 5,5,1988-09-17,North Melbourne Kangaroos,St Kilda Saints,Marvel Stadium,VIC,VIC,0,6,6,12,8,80,14,4,88,-8,0,0
M11036,1988,Round 6,6,1988-04-01,Gold Coast Suns,Port Adelaide Power,Heritage Bank Stadium,QLD,SA,1,7,7,18,6,114,15,3,93,21,1,1
M11037,1988,Round 6,6,1988-04-03,Western Bulldogs,Sydney Swans,Marvel Stadium,VIC,NSW,1,7,7,16,6,102,14,9,93,9,1,1
M11038,1988,Round 6,6,1988-04-05,GWS Giants,St Kilda Saints,GIANTS Stadium,NSW,VIC,1,9,7,15,5,95,12,8,80,15,1,1
M11039,1988,Round 6,6,1988-04-07,Adelaide Crows,Fremantle Dockers,Adelaide Oval,SA,WA,1,7,7,14,3,87,15,1,91,-4,0,0
M11040,1988,Round 6,6,1988-04-09,Brisbane Lions,North Melbourne Kangaroos,Gabba,QLD,VIC,1,9,7,15,3,93,14,7,91,2,1,1
M11041,1988,Round 6,6,1988-04-11,Carlton Blues,Essendon Bombers,Marvel Stadium,VIC,VIC,0,7,8,19,7,121,12,4,76,45,1,1
M11042,1988,Round 6,6,1988-04-13,Hawthorn Hawks,Melbourne Demons,MCG,VIC,VIC,0,7,7,16,2,98,14,1,85,13,1,1
M11043,1988,Round 6,6,1988-04-15,Geelong Cats,West Coast Eagles,GMHBA Stadium,VIC,WA,1,6,7,16,3,99,13,9,87,12,1,1
M11044,1988,Round 6,6,1988-04-17,Collingwood Magpies,Richmond Tigers,MCG,VIC,VIC,0,8,9,15,7,97,13,8,86,11,1,1
M11045,1988,Round 7,7,1988-05-01,West Coast Eagles,Carlton Blues,Optus Stadium,WA,VIC,1,7,7,14,6,90,15,4,94,-4,0,0
M11046,1988,Round 7,7,1988-05-03,Geelong Cats,Adelaide Crows,GMHBA Stadium,VIC,SA,1,7,6,19,1,115,12,9,81,34,1,1
M11047,1988,Round 7,7,1988-05-05,Port Adelaide Power,Collingwood Magpies,Adelaide Oval,SA,VIC,1,7,7,16,5,101,13,3,81,20,1,1
M11048,1988,Round 7,7,1988-05-07,North Melbourne Kangaroos,Brisbane Lions,Marvel Stadium,VIC,QLD,1,7,8,13,5,83,15,2,92,-9,0,0
M11049,1988,Round 7,7,1988-05-09,Fremantle Dockers,GWS Giants,Optus Stadium,WA,NSW,1,7,8,17,7,109,13,6,84,25,1,1
M11050,1988,Round 7,7,1988-05-11,Hawthorn Hawks,Melbourne Demons,MCG,VIC,VIC,0,6,6,16,2,98,11,6,72,26,1,1
M11051,1988,Round 7,7,1988-05-13,Gold Coast Suns,Sydney Swans,Heritage Bank Stadium,QLD,NSW,1,7,8,13,7,85,14,5,89,-4,0,0
M11052,1988,Round 7,7,1988-05-15,Essendon Bombers,Western Bulldogs,Marvel Stadium,VIC,VIC,0,9,8,14,5,89,14,1,85,4,1,1
M11053,1988,Round 7,7,1988-05-17,Richmond Tigers,St Kilda Saints,MCG,VIC,VIC,0,7,7,12,6,78,14,9,93,-15,0,0
M11054,1988,Round 8,8,1988-06-01,Collingwood Magpies,Essendon Bombers,MCG,VIC,VIC,0,8,8,16,0,96,11,5,71,25,1,1
M11055,1988,Round 8,8,1988-06-03,Brisbane Lions,Carlton Blues,Gabba,QLD,VIC,1,9,6,13,6,84,13,6,84,0,0,0
M11056,1988,Round 8,8,1988-06-05,Port Adelaide Power,Western Bulldogs,Adelaide Oval,SA,VIC,1,6,7,14,4,88,14,6,90,-2,0,0
M11057,1988,Round 8,8,1988-06-07,Sydney Swans,St Kilda Saints,SCG,NSW,VIC,1,6,6,13,6,84,11,5,71,13,1,1
M11058,1988,Round 8,8,1988-06-09,GWS Giants,Melbourne Demons,GIANTS Stadium,NSW,VIC,1,7,6,16,2,98,13,0,78,20,1,1
M11059,1988,Round 8,8,1988-06-11,West Coast Eagles,Gold Coast Suns,Optus Stadium,WA,QLD,1,6,7,16,1,97,12,5,77,20,1,1
M11060,1988,Round 8,8,1988-06-13,North Melbourne Kangaroos,Fremantle Dockers,Marvel Stadium,VIC,WA,1,8,7,14,7,91,13,8,86,5,1,1
M11061,1988,Round 8,8,1988-06-15,Hawthorn Hawks,Geelong Cats,MCG,VIC,VIC,0,8,7,16,6,102,11,2,68,34,1,1
M11062,1988,Round 8,8,1988-06-17,Richmond Tigers,Adelaide Crows,MCG,VIC,SA,1,7,7,15,7,97,15,4,94,3,1,1
M11063,1988,Round 9,9,1988-07-01,Fremantle Dockers,Carlton Blues,Optus Stadium,WA,VIC,1,7,7,16,1,97,16,5,101,-4,0,0
M11064,1988,Round 9,9,1988-07-03,Melbourne Demons,West Coast Eagles,MCG,VIC,WA,1,8,7,15,6,96,13,6,84,12,1,1
M11065,1988,Round 9,9,1988-07-05,Essendon Bombers,GWS Giants,Marvel Stadium,VIC,NSW,1,6,9,15,3,93,12,7,79,14,1,1
M11066,1988,Round 9,9,1988-07-07,Adelaide Crows,Brisbane Lions,Adelaide Oval,SA,QLD,1,6,8,19,3,117,14,6,90,27,1,1
M11067,1988,Round 9,9,1988-07-09,Gold Coast Suns,Hawthorn Hawks,Heritage Bank Stadium,QLD,VIC,1,7,6,16,1,97,13,8,86,11,1,1
M11068,1988,Round 9,9,1988-07-11,Richmond Tigers,Sydney Swans,MCG,VIC,NSW,1,7,8,16,4,100,14,9,93,7,1,1
M11069,1988,Round 9,9,1988-07-13,Collingwood Magpies,St Kilda Saints,MCG,VIC,VIC,0,7,7,19,3,117,16,7,103,14,1,1
M11070,1988,Round 9,9,1988-07-15,Port Adelaide Power,Western Bulldogs,Adelaide Oval,SA,VIC,1,6,7,16,5,101,14,5,89,12,1,1
M11071,1988,Round 9,9,1988-07-17,Geelong Cats,North Melbourne Kangaroos,GMHBA Stadium,VIC,VIC,0,7,7,15,4,94,11,6,72,22,1,1
M11072,1988,Round 10,10,1988-08-01,GWS Giants,Collingwood Magpies,GIANTS Stadium,NSW,VIC,1,8,7,16,4,100,11,3,69,31,1,1
M11073,1988,Round 10,10,1988-08-03,Adelaide Crows,West Coast Eagles,Adelaide Oval,SA,WA,1,7,7,16,2,98,14,0,84,14,1,1
M11074,1988,Round 10,10,1988-08-05,Gold Coast Suns,St Kilda Saints,Heritage Bank Stadium,QLD,VIC,1,7,7,14,1,85,13,3,81,4,1,1
M11075,1988,Round 10,10,1988-08-07,Geelong Cats,Essendon Bombers,GMHBA Stadium,VIC,VIC,0,7,7,19,6,120,13,2,80,40,1,1
M11076,1988,Round 10,10,1988-08-09,Hawthorn Hawks,North Melbourne Kangaroos,MCG,VIC,VIC,0,7,9,12,8,80,13,6,84,-4,0,0
M11077,1988,Round 10,10,1988-08-11,Carlton Blues,Richmond Tigers,Marvel Stadium,VIC,VIC,0,7,9,16,6,102,12,9,81,21,1,1
