match_id,season,round,round_number,match_date,home_team,away_team,venue,home_state,away_state,is_interstate,home_rest_days,away_rest_days,home_goals,home_behinds,home_score,away_goals,away_behinds,away_score,score_margin,home_win,target_home_win,target_score_margin,target_total_points,feat_home_win_pct_last3,feat_home_win_pct_last5,feat_home_win_pct_last10,feat_away_win_pct_last3,feat_away_win_pct_last5,feat_away_win_pct_last10,feat_home_avg_score_last3,feat_home_avg_score_last5,feat_home_avg_score_last10,feat_away_avg_score_last3,feat_away_avg_score_last5,feat_away_avg_score_last10,feat_home_avg_conceded_last3,feat_home_avg_conceded_last5,feat_home_avg_conceded_last10,feat_away_avg_conceded_last3,feat_away_avg_conceded_last5,feat_away_avg_conceded_last10,feat_home_win_streak,feat_away_win_streak,feat_home_loss_streak,feat_away_loss_streak,feat_h2h_home_win_rate,feat_venue_home_win_rate,feat_prev_meeting_margin,feat_form_diff_last5,feat_offense_diff_last5,feat_rest_days_diff,enc_home_team,enc_away_team,enc_venue,enc_home_state,enc_away_state
M11530,1990,Round 16,16,1990-08-17,Hawthorn Hawks,Melbourne Demons,MCG,VIC,VIC,0,7,9,20,7,127,12,3,75,52,1,1,52,202,0.0,0.2,0.3,0.333,0.4,0.6,79.3,80.2,83.4,92.0,93.8,96.5,97.7,95.2,94.1,92.3,94.2,93.6,0,0,4,2,0.7,0.759,6.0,-0.2,-13.599999999999994,-2,9,10,5,3,3
M11531,1990,Round 17,17,1990-09-01,Geelong Cats,Melbourne Demons,GMHBA Stadium,VIC,VIC,0,9,7,14,6,90,13,4,82,8,1,1,8,172,0.667,0.4,0.3,0.0,0.4,0.6,98.7,97.8,92.6,86.7,91.0,96.1,84.7,90.0,94.9,106.3,100.0,95.8,2,0,0,3,0.667,0.756,14.0,0.0,6.799999999999997,2,7,10,2,3,3
M11532,1990,Round 17,17,1990-09-03,Hawthorn Hawks,Western Bulldogs,MCG,VIC,VIC,0,7,7,15,5,95,12,7,79,16,1,1,16,174,0.333,0.2,0.3,0.667,0.8,0.8,96.3,88.4,86.8,87.0,91.0,91.0,90.0,94.2,92.6,78.3,79.6,82.7,1,2,0,0,0.556,0.762,-2.0,-0.6000000000000001,-2.5999999999999943,0,9,17,5,3,3
M11533,1990,Round 17,17,1990-09-05,Brisbane Lions,Sydney Swans,Gabba,QLD,NSW,1,7,7,16,4,100,13,3,81,19,1,1,19,181,1.0,0.6,0.6,0.667,0.6,0.6,99.0,94.8,93.7,93.0,90.2,90.8,83.3,92.8,90.6,87.7,88.6,86.1,3,1,0,0,0.5,0.748,0.0,0.0,4.599999999999994,0,1,15,3,1,0
M11534,1990,Round 17,17,1990-09-07,Gold Coast Suns,St Kilda Saints,Heritage Bank Stadium,QLD,VIC,1,7,9,13,5,83,14,6,90,-7,0,0,-7,173,0.667,0.8,0.7,0.333,0.6,0.5,92.3,93.8,90.7,94.3,97.2,94.7,94.3,91.2,89.0,91.3,95.0,90.1,1,0,0,1,0.75,0.764,9.0,0.20000000000000007,-3.4000000000000057,-2,8,14,4,1,3
M11535,1990,Round 17,17,1990-09-09,Collingwood Magpies,GWS Giants,MCG,VIC,NSW,1,7,8,16,5,101,13,8,86,15,1,1,15,187,0.667,0.6,0.7,0.667,0.6,0.4,91.3,89.2,91.7,92.3,92.8,89.2,85.3,88.4,91.3,85.0,85.2,88.9,2,2,0,0,0.5,0.805,-36.0,0.0,-3.5999999999999943,-1,3,6,5,3,0
M11536,1990,Round 17,17,1990-09-11,North Melbourne Kangaroos,Carlton Blues,Marvel Stadium,VIC,VIC,0,7,7,16,4,100,14,8,92,8,1,1,8,192,0.0,0.2,0.1,0.333,0.2,0.5,86.7,88.6,83.3,87.3,90.2,92.8,97.0,95.0,94.8,93.7,94.8,91.6,0,0,3,2,0.643,0.699,-12.0,0.0,-1.6000000000000085,0,11,2,6,3,3
M11537,1990,Round 17,17,1990-09-13,Essendon Bombers,Richmond Tigers,Marvel Stadium,VIC,VIC,0,7,6,16,2,98,13,5,83,15,1,1,15,181,0.333,0.2,0.4,0.0,0.4,0.3,89.7,87.8,94.1,81.7,87.4,89.9,96.3,99.0,98.2,96.7,88.0,93.4,0,0,1,3,0.556,0.767,4.0,-0.2,0.3999999999999915,1,4,13,6,3,3
M11538,1990,Round 17,17,1990-09-15,West Coast Eagles,Port Adelaide Power,Optus Stadium,WA,SA,1,6,9,16,2,98,13,6,84,14,1,1,14,182,0.333,0.4,0.5,0.667,0.6,0.5,86.3,93.2,94.0,90.7,92.0,94.5,94.3,95.0,91.3,82.3,83.0,88.6,0,0,2,1,0.5,0.753,2.0,-0.19999999999999996,1.2000000000000028,-3,16,12,7,4,2
M11539,1990,Round 17,17,1990-09-17,Fremantle Dockers,Adelaide Crows,Optus Stadium,WA,SA,1,6,8,16,6,102,16,5,101,1,1,1,1,203,0.333,0.4,0.5,0.667,0.6,0.5,92.7,89.6,92.9,93.7,97.0,92.3,97.0,100.6,95.3,96.0,91.6,95.9,0,1,1,0,0.5,0.728,-48.0,-0.19999999999999996,-7.400000000000006,-2,5,0,7,4,2
M11540,1990,Round 18,18,1990-04-01,Carlton Blues,Western Bulldogs,Marvel Stadium,VIC,VIC,0,8,7,17,4,106,14,6,90,16,1,1,16,196,0.0,0.2,0.4,0.667,0.6,0.7,83.0,90.8,92.1,93.3,88.4,88.0,96.0,96.4,92.0,81.7,80.8,81.5,0,0,3,1,0.5,0.803,-18.0,-0.39999999999999997,2.3999999999999915,1,2,17,6,3,3
M11541,1990,Round 18,18,1990-04-03,Port Adelaide Power,St Kilda Saints,Adelaide Oval,SA,VIC,1,8,7,12,6,78,13,4,82,-4,0,0,-4,160,0.333,0.4,0.5,0.667,0.6,0.6,90.3,88.2,92.2,95.3,94.8,95.1,95.0,87.2,87.5,90.0,91.4,89.5,0,1,2,0,0.727,0.776,-6.0,-0.19999999999999996,-6.599999999999994,1,12,14,0,2,3
M11542,1990,Round 18,18,1990-04-05,Sydney Swans,Brisbane Lions,SCG,NSW,QLD,1,9,7,13,7,85,11,7,73,12,1,1,12,158,0.333,0.6,0.6,1.0,0.8,0.7,87.0,91.8,90.2,101.3,96.2,95.2,97.7,89.6,86.3,81.3,86.2,89.9,0,4,1,0,0.455,0.714,-19.0,-0.20000000000000007,-4.400000000000006,2,15,1,8,0,1
M11543,1990,Round 18,18,1990-04-07,Fremantle Dockers,Gold Coast Suns,Optus Stadium,WA,QLD,1,7,7,18,4,112,12,4,76,36,1,1,36,188,0.667,0.6,0.5,0.333,0.6,0.6,95.7,95.8,92.7,89.7,92.0,89.8,95.7,97.0,98.7,97.0,91.4,89.4,1,0,0,1,0.25,0.732,-6.0,0.0,3.799999999999997,0,5,8,7,4,1
M11544,1990,Round 18,18,1990-04-09,West Coast Eagles,Adelaide Crows,Optus Stadium,WA,SA,1,7,8,17,5,107,12,6,78,29,1,1,29,185,0.333,0.4,0.5,0.333,0.4,0.4,87.7,90.0,93.2,94.7,93.4,93.5,92.0,93.2,90.0,101.3,97.8,97.5,1,0,0,1,0.364,0.756,-14.0,0.0,-3.4000000000000057,-1,16,0,7,4,2
M11545,1990,Round 18,18,1990-04-11,Geelong Cats,North Melbourne Kangaroos,GMHBA Stadium,VIC,VIC,0,9,7,14,2,86,13,6,84,2,1,1,2,170,1.0,0.6,0.4,0.333,0.4,0.2,98.7,95.6,94.9,91.3,90.8,84.7,82.0,86.0,92.7,95.0,95.0,94.8,3,1,0,0,0.2,0.758,-2.0,0.19999999999999996,4.799999999999997,2,7,11,2,3,3
M11546,1990,Round 18,18,1990-04-13,Melbourne Demons,GWS Giants,MCG,VIC,NSW,1,7,8,15,8,98,17,3,105,-7,0,0,-7,203,0.0,0.2,0.5,0.667,0.4,0.3,85.0,86.6,95.5,92.0,88.0,87.3,105.3,98.8,96.3,89.7,90.6,90.5,0,0,4,1,0.625,0.765,-20.0,-0.2,-1.4000000000000057,-1,10,6,5,3,0
M11547,1990,Round 18,18,1990-04-15,Hawthorn Hawks,Collingwood Magpies,MCG,VIC,VIC,0,8,7,14,1,85,13,2,80,5,1,1,5,165,0.667,0.4,0.4,1.0,0.8,0.7,104.7,92.0,87.8,97.7,94.6,92.0,83.3,89.4,90.0,83.7,83.6,91.2,2,3,0,0,0.583,0.765,-22.0,-0.4,-2.5999999999999943,1,9,3,5,3,3
M11548,1990,Round 18,18,1990-04-17,Richmond Tigers,Essendon Bombers,MCG,VIC,VIC,0,7,7,16,4,100,15,4,94,6,1,1,6,194,0.0,0.2,0.3,0.667,0.4,0.5,79.3,85.0,88.5,92.0,88.2,94.3,99.3,93.0,92.6,92.7,94.8,96.6,0,1,4,0,0.4,0.697,-15.0,-0.2,-3.200000000000003,0,13,4,5,3,3
M11549,1990,Round 19,19,1990-05-01,Port Adelaide Power,Richmond Tigers,Adelaide Oval,SA,VIC,1,7,7,14,6,90,12,7,79,11,1,1,11,169,0.0,0.4,0.4,0.333,0.2,0.4,83.3,86.8,89.8,84.7,85.6,89.9,94.0,85.4,87.1,100.0,96.4,91.1,0,1,3,0,0.455,0.767,17.0,0.2,1.2000000000000028,0,12,13,0,2,3
M11550,1990,Round 19,19,1990-05-03,Hawthorn Hawks,Collingwood Magpies,MCG,VIC,VIC,0,6,7,18,3,111,12,5,77,34,1,1,34,188,1.0,0.6,0.5,0.667,0.6,0.6,102.3,93.8,87.7,93.0,91.0,90.6,78.0,85.8,87.8,88.3,85.4,91.2,3,0,0,1,0.615,0.767,5.0,0.0,2.799999999999997,-1,9,3,5,3,3
M11551,1990,Round 19,19,1990-05-05,Fremantle Dockers,St Kilda Saints,Optus Stadium,WA,VIC,1,6,8,18,7,115,12,1,73,42,1,1,42,188,0.667,0.6,0.6,0.667,0.6,0.6,99.3,98.4,97.3,88.0,91.0,93.3,91.7,93.6,97.0,87.3,87.0,89.9,2,2,0,0,0.429,0.735,5.0,0.0,7.400000000000006,-2,5,14,7,4,3
M11552,1990,Round 19,19,1990-05-07,Geelong Cats,North Melbourne Kangaroos,GMHBA Stadium,VIC,VIC,0,7,7,16,5,101,14,7,91,10,1,1,10,192,1.0,0.8,0.5,0.333,0.2,0.2,91.0,94.4,94.0,91.0,88.8,87.2,81.7,84.0,90.7,90.7,93.8,94.7,4,0,0,1,0.273,0.761,2.0,0.6000000000000001,5.6000000000000085,0,7,11,2,3,3
M11553,1990,Round 19,19,1990-05-09,Melbourne Demons,GWS Giants,MCG,VIC,NSW,1,7,9,13,4,82,12,5,77,5,1,1,5,159,0.0,0.0,0.4,0.667,0.6,0.4,85.0,88.0,94.4,96.3,93.6,89.7,107.3,102.8,98.3,94.3,90.8,90.9,0,1,5,0,0.556,0.756,-7.0,-0.6,-5.599999999999994,-2,10,6,5,3,0
M11554,1990,Round 19,19,1990-05-11,Sydney Swans,Brisbane Lions,SCG,NSW,QLD,1,7,7,17,4,106,12,7,79,27,1,1,27,185,0.667,0.6,0.6,0.667,0.8,0.7,86.7,89.0,89.4,93.7,94.0,95.1,87.3,87.2,87.0,79.0,83.2,88.4,1,0,0,1,0.5,0.718,12.0,-0.20000000000000007,-5.0,0,15,1,8,0,1
M11555,1990,Round 19,19,1990-05-13,Adelaide Crows,Gold Coast Suns,Adelaide Oval,SA,QLD,1,7,9,15,6,96,14,5,89,7,1,1,7,185,0.333,0.4,0.4,0.333,0.4,0.6,93.7,92.0,92.8,86.7,87.2,88.9,99.0,99.4,97.3,98.0,97.0,91.2,0,0,2,2,0.6,0.773,-25.0,0.0,4.799999999999997,-2,0,8,0,2,1
M11556,1990,Round 19,19,1990-05-15,Essendon Bombers,Carlton Blues,Marvel Stadium,VIC,VIC,0,7,6,17,6,108,12,2,74,34,1,1,34,182,0.333,0.4,0.4,0.333,0.4,0.4,90.3,92.2,93.3,89.0,92.0,91.8,93.3,94.4,97.1,92.3,94.2,92.4,0,1,1,0,0.333,0.77,-3.0,0.0,0.20000000000000284,1,4,2,6,3,3
M11557,1990,Round 19,19,1990-05-17,Western Bulldogs,West Coast Eagles,Marvel Stadium,VIC,WA,1,7,6,13,3,81,16,1,97,-16,0,0,-16,178,0.333,0.4,0.6,0.667,0.6,0.5,85.3,86.0,88.3,99.7,92.8,94.5,90.0,87.2,86.2,86.7,89.0,89.7,0,2,2,0,0.571,0.775,-12.0,-0.19999999999999996,-6.799999999999997,1,17,16,6,3,4
M11558,1990,Round 20,20,1990-06-01,Port Adelaide Power,West Coast Eagles,Adelaide Oval,SA,WA,1,7,8,17,2,104,14,8,92,12,1,1,12,196,0.333,0.4,0.4,1.0,0.6,0.5,84.0,87.8,88.3,100.7,93.4,92.3,86.3,89.2,87.2,81.0,87.0,90.0,1,3,0,0,0.429,0.77,-14.0,-0.19999999999999996,-5.6000000000000085,-1,12,16,0,2,4
M11559,1990,Round 20,20,1990-06-03,Hawthorn Hawks,St Kilda Saints,MCG,VIC,VIC,0,8,7,15,7,97,14,4,88,9,1,1,9,185,1.0,0.8,0.5,0.667,0.6,0.6,97.0,102.0,90.3,81.7,88.2,92.4,78.7,81.4,87.3,92.0,92.6,92.9,4,0,0,1,0.667,0.77,3.0,0.20000000000000007,13.799999999999997,1,9,14,5,3,3
M11560,1990,Round 20,20,1990-06-05,Richmond Tigers,Brisbane Lions,MCG,VIC,QLD,1,7,9,13,6,84,10,4,64,20,1,1,20,148,0.333,0.2,0.4,0.333,0.6,0.6,87.3,83.4,88.3,84.0,91.2,93.1,94.0,96.4,90.2,90.7,87.0,90.7,0,0,1,2,0.167,0.7,-37.0,-0.39999999999999997,-7.799999999999997,-2,13,1,5,3,1
M11561,1990,Round 20,20,1990-06-07,Melbourne Demons,Carlton Blues,MCG,VIC,VIC,0,6,9,14,6,90,14,2,86,4,1,1,4,176,0.333,0.2,0.4,0.333,0.2,0.4,87.3,87.0,91.3,90.7,85.8,90.3,90.7,99.6,96.3,99.3,97.2,93.2,1,0,0,1,0.6,0.759,-28.0,0.0,1.2000000000000028,-3,10,2,5,3,3
M11562,1990,Round 20,20,1990-06-09,Western Bulldogs,Geelong Cats,Marvel Stadium,VIC,VIC,0,7,6,14,6,90,14,4,88,2,1,1,2,178,0.0,0.4,0.5,1.0,1.0,0.6,83.3,90.2,87.7,92.3,96.6,94.4,99.3,89.6,87.9,85.7,84.2,89.7,0,5,3,0,0.462,0.765,-19.0,-0.6,-6.3999999999999915,1,17,7,6,3,3
M11563,1990,Round 20,20,1990-06-11,Gold Coast Suns,GWS Giants,Heritage Bank Stadium,QLD,NSW,1,7,7,15,7,97,14,2,86,11,1,1,11,183,0.0,0.2,0.6,0.333,0.6,0.4,82.7,86.8,89.8,89.3,91.6,89.6,99.3,99.8,92.1,93.7,89.8,88.6,0,0,3,1,0.571,0.756,-2.0,-0.39999999999999997,-4.799999999999997,0,8,6,4,1,0
M11564,1990,Round 20,20,1990-06-13,North Melbourne Kangaroos,Adelaide Crows,Marvel Stadium,VIC,SA,1,7,6,16,7,103,13,6,84,19,1,1,19,187,0.333,0.2,0.2,0.333,0.4,0.5,91.7,89.8,88.0,91.7,91.6,92.7,93.0,94.4,94.9,99.3,100.0,94.9,0,1,2,0,0.545,0.702,-12.0,-0.2,-1.7999999999999972,1,11,0,6,3,2
M11565,1990,Round 20,20,1990-06-15,Essendon Bombers,Fremantle Dockers,Marvel Stadium,VIC,WA,1,6,7,16,2,98,11,0,66,32,1,1,32,164,0.667,0.6,0.4,1.0,0.8,0.6,100.0,95.6,94.2,109.7,102.8,98.7,85.7,90.4,95.0,83.3,87.2,94.6,1,3,0,0,0.333,0.773,-20.0,-0.20000000000000007,-7.200000000000003,-1,4,5,6,3,4
M11566,1990,Round 20,20,1990-06-17,Sydney Swans,Collingwood Magpies,SCG,NSW,VIC,1,7,9,14,8,92,13,1,79,13,1,1,13,171,0.667,0.6,0.6,0.333,0.6,0.6,90.7,90.4,90.0,86.0,90.0,90.5,84.0,89.0,86.0,94.0,89.4,90.4,2,0,0,2,0.357,0.721,-11.0,0.0,0.4000000000000057,-2,15,3,8,0,3
M11567,1990,Round 21,21,1990-07-01,Carlton Blues,Melbourne Demons,Marvel Stadium,VIC,VIC,0,7,7,13,2,80,14,4,88,-8,0,0,-8,168,0.333,0.2,0.3,0.667,0.4,0.4,88.7,85.4,89.8,90.0,85.4,89.6,96.0,95.0,93.9,89.3,97.0,95.6,0,2,2,0,0.364,0.806,-4.0,-0.2,0.0,0,2,10,6,3,3
M11568,1990,Round 21,21,1990-07-03,Hawthorn Hawks,GWS Giants,MCG,VIC,NSW,1,7,6,15,6,96,14,8,92,4,1,1,4,188,1.0,1.0,0.6,0.333,0.4,0.4,97.7,103.0,91.6,89.3,90.4,89.9,81.7,79.8,87.5,92.3,92.4,89.2,5,0,0,2,0.357,0.773,-20.0,0.6,12.599999999999994,1,9,6,5,3,0
M11569,1990,Round 21,21,1990-07-05,St Kilda Saints,Western Bulldogs,Marvel Stadium,VIC,VIC,0,7,7,18,2,110,15,2,92,18,1,1,18,202,0.333,0.4,0.6,0.333,0.4,0.5,81.0,85.0,91.9,87.0,85.4,88.1,96.7,94.8,91.9,97.0,91.0,88.3,0,1,2,0,0.667,0.756,5.0,0.0,-0.4000000000000057,0,14,17,6,3,3
M11570,1990,Round 21,21,1990-07-07,Geelong Cats,Brisbane Lions,GMHBA Stadium,VIC,QLD,1,7,9,16,3,99,15,5,95,4,1,1,4,194,0.667,0.8,0.6,0.0,0.4,0.5,91.7,92.4,94.2,72.0,84.8,88.9,88.3,85.2,87.8,91.7,85.4,90.6,0,0,1,3,0.625,0.763,-21.0,0.4,7.6000000000000085,-2,7,1,2,3,1
M11571,1990,Round 21,21,1990-07-09,Sydney Swans,Essendon Bombers,SCG,NSW,VIC,1,7,6,16,7,103,12,2,74,29,1,1,29,177,1.0,0.8,0.6,0.667,0.6,0.4,94.3,91.6,89.6,100.0,95.4,93.4,77.0,84.0,86.4,80.0,84.0,93.5,3,2,0,0,0.455,0.724,-7.0,0.20000000000000007,-3.8000000000000114,1,15,4,8,0,3
M11572,1990,Round 21,21,1990-07-11,Port Adelaide Power,Adelaide Crows,Adelaide Oval,SA,SA,0,8,7,14,4,88,11,5,71,17,1,1,17,159,0.667,0.4,0.5,0.333,0.4,0.4,90.7,88.8,90.6,86.0,92.2,91.5,84.3,90.6,85.8,99.7,97.8,95.9,2,0,0,1,0.333,0.773,-14.0,0.0,-3.4000000000000057,1,12,0,0,2,2
M11573,1990,Round 21,21,1990-07-13,West Coast Eagles,Fremantle Dockers,Optus Stadium,WA,WA,0,7,7,14,3,87,16,5,101,-14,0,0,-14,188,0.667,0.6,0.5,0.667,0.6,0.6,98.7,97.6,94.0,97.7,95.8,96.0,87.7,89.0,90.8,82.3,89.2,94.8,0,0,1,1,0.714,0.759,-6.0,0.0,1.7999999999999972,0,16,5,7,4,4
M11574,1990,Round 21,21,1990-07-15,Richmond Tigers,Gold Coast Suns,MCG,VIC,QLD,1,7,7,12,8,80,17,5,107,-27,0,0,-27,187,0.667,0.4,0.5,0.333,0.4,0.6,87.7,83.4,88.1,87.3,89.2,90.4,82.7,90.8,87.5,98.0,95.2,92.1,1,1,0,0,0.375,0.703,-5.0,0.0,-5.799999999999997,0,13,8,5,3,1
M11575,1990,Round 21,21,1990-07-17,North Melbourne Kangaroos,Collingwood Magpies,Marvel Stadium,VIC,VIC,0,7,8,18,4,112,14,7,91,21,1,1,21,203,0.333,0.4,0.3,0.0,0.4,0.5,92.7,93.4,89.8,78.7,87.0,87.5,90.3,91.4,92.7,96.0,93.6,90.6,1,0,0,3,0.571,0.706,5.0,0.0,6.400000000000006,-1,11,3,6,3,3
M11576,1990,Round 22,22,1990-08-01,West Coast Eagles,North Melbourne Kangaroos,Optus Stadium,WA,VIC,1,7,8,14,4,88,15,3,93,-5,0,0,-5,181,0.333,0.6,0.5,0.667,0.6,0.4,92.0,96.2,94.7,102.0,98.0,93.3,95.3,89.6,92.3,92.0,90.8,92.9,0,2,2,0,0.625,0.75,13.0,0.0,-1.7999999999999972,-1,16,11,7,4,3
M11577,1990,Round 22,22,1990-08-03,Sydney Swans,GWS Giants,SCG,NSW,NSW,0,7,8,15,3,93,14,3,87,6,1,1,6,180,1.0,0.8,0.7,0.0,0.2,0.4,100.3,93.4,91.8,85.0,89.2,91.0,77.3,81.0,84.8,91.7,94.8,90.0,4,0,0,3,0.5,0.727,-26.0,0.6000000000000001,4.200000000000003,-1,15,6,8,0,0
M11578,1990,Round 22,22,1990-08-05,Port Adelaide Power,Brisbane Lions,Adelaide Oval,SA,QLD,1,7,8,13,2,80,14,9,93,-13,0,0,-13,173,1.0,0.6,0.6,0.0,0.2,0.4,94.0,88.8,90.4,79.3,82.2,88.5,80.7,84.4,83.7,96.3,91.0,91.9,3,0,0,4,0.5,0.775,1.0,0.39999999999999997,6.599999999999994,-1,12,1,0,2,1
M11579,1990,Round 22,22,1990-08-07,Carlton Blues,Essendon Bombers,Marvel Stadium,VIC,VIC,0,8,6,16,0,96,15,5,95,1,1,1,1,191,0.0,0.2,0.2,0.667,0.6,0.4,80.0,87.6,88.9,93.3,94.4,91.1,95.3,95.2,95.0,81.0,85.2,92.1,0,0,3,1,0.6,0.794,-34.0,-0.39999999999999997,-6.800000000000011,2,2,4,6,3,3
M11580,1990,Round 22,22,1990-08-09,Collingwood Magpies,Richmond Tigers,MCG,VIC,VIC,0,7,9,13,9,87,13,7,85,2,1,1,2,172,0.0,0.2,0.4,0.333,0.4,0.4,82.3,85.6,87.4,81.0,85.2,86.3,105.0,97.2,92.8,87.0,90.6,89.3,0,0,4,1,0.7,0.807,11.0,-0.2,0.3999999999999915,-2,3,13,5,3,3
M11581,1990,Round 22,22,1990-08-11,Adelaide Crows,Hawthorn Hawks,Adelaide Oval,SA,VIC,1,7,7,14,8,92,12,4,76,16,1,1,16,168,0.333,0.2,0.4,1.0,1.0,0.6,83.7,86.0,91.5,101.3,96.8,92.6,93.3,97.8,94.7,85.7,83.2,88.7,0,6,2,0,0.286,0.775,6.0,-0.8,-10.799999999999997,0,0,9,0,2,3
M11582,1990,Round 22,22,1990-08-13,Gold Coast Suns,St Kilda Saints,Heritage Bank Stadium,QLD,VIC,1,8,7,17,2,104,13,4,82,22,1,1,22,186,0.667,0.4,0.6,0.333,0.6,0.6,97.7,90.4,92.1,90.3,88.6,92.9,87.3,92.8,92.0,101.3,93.0,94.0,2,1,0,0,0.692,0.758,-7.0,-0.19999999999999996,1.8000000000000114,1,8,14,4,1,3
M11583,1990,Round 22,22,1990-08-15,Western Bulldogs,Fremantle Dockers,Marvel Stadium,VIC,WA,1,9,6,14,4,88,13,9,87,1,1,1,1,175,0.333,0.2,0.5,0.667,0.8,0.6,87.7,86.4,88.7,94.0,99.2,94.4,98.3,99.2,89.4,86.0,87.0,93.8,0,1,1,0,0.6,0.768,2.0,-0.6000000000000001,-12.799999999999997,3,17,5,6,3,4
M11584,1990,Round 22,22,1990-08-17,Melbourne Demons,Geelong Cats,MCG,VIC,VIC,0,6,9,15,8,98,13,5,83,15,1,1,15,181,1.0,0.6,0.5,0.667,0.8,0.6,86.7,88.0,89.5,96.0,92.8,95.3,81.0,87.6,93.8,92.0,88.4,89.2,3,1,0,0,0.3,0.761,-8.0,-0.20000000000000007,-4.799999999999997,-3,10,7,5,3,3
M11585,1991,Round 1,1,1991-05-01,Port Adelaide Power,St Kilda Saints,Adelaide Oval,SA,VIC,1,7,7,16,6,102,13,3,81,21,1,1,21,183,0.667,0.6,0.5,0.333,0.4,0.5,90.7,88.0,88.1,93.3,87.0,90.9,85.3,83.4,85.3,97.7,97.2,94.3,0,0,1,1,0.667,0.767,-4.0,0.19999999999999996,1.0,0,12,14,0,2,3
M11586,1991,Round 1,1,1991-05-03,Brisbane Lions,Carlton Blues,Gabba,QLD,VIC,1,9,9,14,8,92,13,3,81,11,1,1,11,173,0.333,0.2,0.5,0.333,0.4,0.3,84.0,80.8,88.5,87.3,88.4,89.6,87.7,90.8,88.5,91.0,94.2,95.3,1,1,0,0,0.667,0.75,21.0,-0.2,-7.6000000000000085,0,1,2,3,1,3
M11587,1991,Round 1,1,1991-05-05,Western Bulldogs,Sydney Swans,Marvel Stadium,VIC,NSW,1,6,7,13,6,84,14,1,85,-1,0,0,-1,169,0.667,0.4,0.5,1.0,1.0,0.8,90.0,88.2,88.3,96.0,95.8,93.8,95.0,97.6,89.2,80.0,78.4,84.0,1,5,0,0,0.364,0.771,7.0,-0.6,-7.599999999999994,-1,17,15,6,3,0
M11588,1991,Round 1,1,1991-05-07,Richmond Tigers,Fremantle Dockers,MCG,VIC,WA,1,6,6,14,1,85,15,2,92,-7,0,0,-7,177,0.333,0.4,0.3,0.333,0.6,0.6,83.0,85.6,85.3,84.7,96.2,96.0,86.0,88.4,90.7,91.0,84.4,90.7,0,0,2,1,0.5,0.696,-15.0,-0.19999999999999996,-10.600000000000009,0,13,5,5,3,4
M11589,1991,Round 1,1,1991-05-09,GWS Giants,Geelong Cats,GIANTS Stadium,NSW,VIC,1,7,8,14,8,92,10,7,67,25,1,1,25,159,0.0,0.2,0.3,0.333,0.6,0.6,88.3,89.4,88.7,90.0,91.4,93.5,95.3,93.2,91.9,94.3,91.6,88.8,0,0,4,1,0.333,0.675,-7.0,-0.39999999999999997,-2.0,-1,6,7,1,0,3
M11590,1991,Round 1,1,1991-05-11,North Melbourne Kangaroos,Melbourne Demons,Marvel Stadium,VIC,VIC,0,9,7,16,6,102,13,7,85,17,1,1,17,187,1.0,0.6,0.5,1.0,0.8,0.5,102.7,96.6,93.7,92.0,91.2,88.9,87.7,90.0,92.5,83.0,86.2,92.5,3,4,0,0,0.375,0.709,14.0,-0.20000000000000007,5.3999999999999915,2,11,10,6,3,3
M11591,1991,Round 1,1,1991-05-13,Collingwood Magpies,West Coast Eagles,MCG,VIC,WA,1,8,7,15,4,94,11,4,70,24,1,1,24,164,0.333,0.2,0.5,0.0,0.4,0.4,85.7,82.8,88.7,89.0,94.2,92.1,96.3,97.0,90.3,99.3,91.4,92.3,1,0,0,3,0.692,0.809,4.0,-0.2,-11.400000000000006,1,3,16,5,3,4
M11592,1991,Round 1,1,1991-05-15,Essendon Bombers,Gold Coast Suns,Marvel Stadium,VIC,QLD,1,7,7,16,7,103,14,6,90,13,1,1,13,193,0.333,0.4,0.4,1.0,0.6,0.6,89.0,93.8,91.0,102.7,94.6,93.3,88.3,87.8,91.3,82.7,91.2,91.3,0,3,2,0,0.556,0.775,-4.0,-0.19999999999999996,-0.7999999999999972,0,4,8,6,3,1
M11593,1991,Round 1,1,1991-05-17,Hawthorn Hawks,Adelaide Crows,MCG,VIC,SA,1,7,6,18,4,112,17,5,107,5,1,1,5,219,0.667,0.8,0.6,0.333,0.4,0.4,89.7,93.0,92.5,82.3,84.2,88.8,90.7,85.8,87.6,89.0,92.6,95.2,0,1,1,0,0.625,0.775,-16.0,0.4,8.799999999999997,1,9,0,5,3,2
M11594,1991,Round 2,2,1991-06-01,West Coast Eagles,St Kilda Saints,Optus Stadium,WA,VIC,1,9,6,15,3,93,13,8,86,7,1,1,7,179,0.0,0.2,0.4,0.333,0.2,0.4,81.7,86.8,89.8,91.0,86.8,88.9,96.0,94.6,91.8,99.3,102.0,94.5,0,0,4,2,0.923,0.742,26.0,0.0,0.0,3,16,14,7,4,3
M11595,1991,Round 2,2,1991-06-03,Collingwood Magpies,North Melbourne Kangaroos,MCG,VIC,VIC,0,7,6,15,7,97,15,0,90,7,1,1,7,187,0.667,0.4,0.5,1.0,0.8,0.5,90.7,85.6,88.3,102.3,100.2,94.5,89.0,94.0,89.7,88.0,89.8,91.8,2,4,0,0,0.375,0.811,-21.0,-0.4,-14.600000000000009,1,3,11,5,3,3
